Date,Open,High,Low,Close,Adj Close,Volume
2023-08-04,116.000000,116.500000,116.000000,116.500000,112.083206,4893925
2023-08-07,116.000000,116.500000,116.000000,116.000000,111.602165,5788751
2023-08-08,116.500000,117.000000,116.000000,116.500000,112.083206,8033607
2023-08-09,116.500000,117.000000,116.500000,117.000000,112.564255,5910356
2023-08-10,117.000000,118.000000,117.000000,118.000000,113.526337,9831879
2023-08-11,118.000000,118.500000,118.000000,118.000000,113.526337,4976743
2023-08-14,118.000000,118.500000,117.000000,117.000000,112.564255,7211160
2023-08-15,118.000000,118.000000,117.000000,117.000000,112.564255,3854818
2023-08-16,117.000000,118.000000,117.000000,118.000000,113.526337,8335561
2023-08-17,117.500000,117.500000,116.500000,116.500000,112.083206,8428239
2023-08-18,117.000000,118.000000,116.500000,117.500000,113.045296,8102766
2023-08-21,117.500000,118.000000,117.000000,117.000000,112.564255,5133631
2023-08-22,117.000000,117.500000,116.500000,116.500000,112.083206,5298292
2023-08-23,117.000000,117.500000,116.500000,116.500000,112.083206,3239129
2023-08-24,116.500000,118.000000,116.500000,117.500000,113.045296,6282977
2023-08-25,117.500000,118.000000,116.500000,116.500000,112.083206,4936546
2023-08-28,117.000000,117.500000,116.500000,117.000000,112.564255,2315802
2023-08-29,117.000000,118.000000,117.000000,117.500000,113.045296,3080588
2023-08-30,117.500000,118.000000,117.000000,117.000000,112.564255,6026596
2023-08-31,117.500000,117.500000,116.000000,116.000000,111.602165,17010330
2023-09-01,116.000000,117.000000,116.000000,116.500000,112.083206,3802356
2023-09-04,116.500000,117.500000,116.000000,117.500000,113.045296,3869110
2023-09-05,117.500000,117.500000,117.000000,117.000000,112.564255,3518547
2023-09-06,117.500000,117.500000,117.000000,117.000000,112.564255,4198339
2023-09-07,117.000000,117.500000,116.500000,117.000000,112.564255,5767226
2023-09-08,117.000000,117.000000,116.500000,116.500000,112.083206,3607873
2023-09-11,116.500000,117.000000,116.500000,117.000000,112.564255,3614763
2023-09-12,117.000000,117.500000,116.500000,117.000000,112.564255,4454854
2023-09-13,117.000000,117.500000,116.500000,116.500000,112.083206,6076447
2023-09-14,117.000000,117.000000,116.500000,117.000000,112.564255,5435470
2023-09-15,117.000000,117.500000,116.500000,117.500000,113.045296,10367822
2023-09-18,117.000000,117.500000,117.000000,117.000000,112.564255,2051659
2023-09-19,117.000000,118.000000,117.000000,117.000000,112.564255,4556187
2023-09-20,117.000000,117.500000,116.500000,117.000000,112.564255,5369871
2023-09-21,117.000000,117.500000,116.500000,116.500000,112.083206,4352431
2023-09-22,116.500000,117.000000,116.500000,117.000000,112.564255,5569613
2023-09-25,117.000000,117.000000,116.500000,116.500000,112.083206,2525486
2023-09-26,116.500000,117.000000,116.000000,116.000000,111.602165,6581376
2023-09-27,116.000000,116.500000,116.000000,116.500000,112.083206,5407591
2023-09-28,116.500000,117.000000,116.000000,116.000000,111.602165,4534503
2023-10-02,116.500000,117.000000,116.000000,116.500000,112.083206,5153450
2023-10-03,116.500000,116.500000,116.000000,116.000000,111.602165,4165567
2023-10-04,116.000000,116.000000,115.000000,115.000000,110.640076,9023191
2023-10-05,115.000000,116.000000,115.000000,115.000000,110.640076,8552430
2023-10-06,115.500000,116.000000,115.500000,115.500000,111.121124,4833588
2023-10-11,116.500000,116.500000,115.500000,116.500000,112.083206,10287534
2023-10-12,117.000000,117.000000,116.000000,116.500000,112.083206,5922957
2023-10-13,116.000000,116.500000,115.500000,116.000000,111.602165,7220713
2023-10-16,116.000000,116.500000,116.000000,116.500000,112.083206,4891113
2023-10-17,116.500000,117.000000,116.000000,116.500000,112.083206,6156682
2023-10-18,116.500000,116.500000,116.000000,116.000000,111.602165,4940561
2023-10-19,116.000000,116.500000,115.500000,116.000000,111.602165,6904498
2023-10-20,115.500000,116.000000,115.500000,115.500000,111.121124,9628037
2023-10-23,115.500000,116.000000,115.500000,115.500000,111.121124,4634133
2023-10-24,115.500000,116.000000,115.500000,115.500000,111.121124,5428798
2023-10-25,115.500000,116.000000,115.500000,115.500000,111.121124,5061638
2023-10-26,115.500000,116.000000,115.000000,115.000000,110.640076,7264172
2023-10-27,115.500000,116.000000,115.000000,115.500000,111.121124,8936659
2023-10-30,116.000000,116.000000,115.500000,115.500000,111.121124,7421331
2023-10-31,116.000000,116.000000,115.500000,116.000000,111.602165,8133572
2023-11-01,116.000000,117.500000,115.500000,117.000000,112.564255,8197189
2023-11-02,117.000000,118.000000,116.500000,118.000000,113.526337,10269115
2023-11-03,118.000000,118.500000,117.000000,117.500000,113.045296,7831908
2023-11-06,118.000000,118.500000,117.500000,117.500000,113.045296,7297053
2023-11-07,117.500000,118.000000,117.500000,118.000000,113.526337,6007182
2023-11-08,118.000000,118.500000,118.000000,118.500000,114.007385,6005395
2023-11-09,118.500000,118.500000,117.500000,117.500000,113.045296,6419910
2023-11-10,117.500000,118.000000,117.000000,117.000000,112.564255,5447812
2023-11-13,117.500000,118.000000,116.500000,116.500000,112.083206,7875588
2023-11-14,117.000000,117.500000,116.500000,116.500000,112.083206,6298683
2023-11-15,117.000000,118.000000,117.000000,118.000000,113.526337,13224878
2023-11-16,118.000000,118.500000,117.000000,117.000000,112.564255,12982942
2023-11-17,117.500000,118.000000,117.000000,117.000000,112.564255,8133467
2023-11-20,117.000000,118.000000,117.000000,118.000000,113.526337,7897490
2023-11-21,117.500000,118.500000,117.500000,118.000000,113.526337,8101671
2023-11-22,118.000000,118.500000,117.500000,118.000000,113.526337,4045569
2023-11-23,118.000000,118.500000,118.000000,118.500000,114.007385,3927052
2023-11-24,118.500000,119.000000,118.000000,119.000000,114.488426,6102974
2023-11-27,119.000000,120.500000,119.000000,120.000000,115.450516,6961903
2023-11-28,120.000000,121.000000,119.500000,119.500000,114.969475,11610707
2023-11-29,119.500000,121.000000,119.500000,120.000000,115.450516,7631885
2023-11-30,120.000000,120.500000,119.500000,119.500000,114.969475,15418291
2023-12-01,119.000000,120.500000,119.000000,120.000000,115.450516,4484014
2023-12-04,120.000000,121.000000,120.000000,121.000000,116.412605,5437893
2023-12-05,121.000000,121.500000,120.000000,121.500000,116.893646,5771655
2023-12-06,122.000000,122.500000,121.500000,122.000000,117.374695,6418930
2023-12-07,122.000000,122.000000,121.000000,121.000000,116.412605,3778882
2023-12-08,121.000000,121.500000,120.500000,120.500000,115.931557,4312152
2023-12-11,120.500000,120.500000,119.500000,120.000000,115.450516,5985391
2023-12-12,120.000000,120.000000,119.500000,120.000000,115.450516,3656755
2023-12-13,120.000000,120.500000,119.500000,119.500000,114.969475,3183826
2023-12-14,120.000000,120.500000,119.000000,119.500000,114.969475,9787445
2023-12-15,119.500000,120.000000,118.000000,118.500000,114.007385,19487692
2023-12-18,118.500000,119.000000,118.000000,118.500000,114.007385,6474565
2023-12-19,118.000000,118.500000,118.000000,118.500000,114.007385,4347336
2023-12-20,118.500000,119.000000,118.000000,118.500000,114.007385,6074672
2023-12-21,118.500000,118.500000,117.500000,118.000000,113.526337,6972550
2023-12-22,118.500000,118.500000,117.500000,117.500000,113.045296,4845803
2023-12-25,118.000000,118.500000,117.500000,118.000000,113.526337,6138696
