Date,Open,High,Low,Close,Adj Close,Volume
2019-08-05,39.203403,39.252407,39.154400,39.154400,31.440380,19633356
2019-08-06,38.713360,39.301411,38.321327,39.105392,31.401031,19841219
2019-08-07,39.105392,39.105392,38.811371,39.007385,31.322332,22777312
2019-08-08,39.056389,39.350414,39.056389,39.154400,31.440380,8815942
2019-08-12,39.154400,39.595436,39.056389,39.203403,31.479729,15882941
2019-08-13,39.154400,39.203403,39.007385,39.007385,31.322332,18178190
2019-08-14,39.203403,39.252407,38.958382,38.958382,31.282984,10542690
2019-08-15,38.713360,38.713360,38.517342,38.566345,30.968185,19149241
2019-08-16,38.321327,39.203403,38.076305,38.762363,31.125582,51557834
2019-08-19,39.007385,39.252407,38.811371,39.203403,31.479729,14870949
2019-08-20,39.154400,39.154400,38.909378,38.909378,31.243637,14433059
2019-08-21,38.909378,38.958382,38.713360,38.713360,31.086233,9770913
2019-08-22,38.713360,38.909378,38.615353,38.664356,31.046885,9361429
2019-08-23,38.713360,39.105392,38.713360,39.056389,31.361685,8567699
2019-08-26,38.713360,38.811371,38.517342,38.713360,31.086233,11070368
2019-08-27,38.909378,39.007385,38.860374,38.958382,31.282984,18208063
2019-08-28,39.007385,39.203403,38.958382,39.154400,31.440380,9186554
2019-08-29,39.105392,39.105392,38.664356,38.713360,31.086233,10645833
2019-08-30,38.909378,39.350414,38.762363,39.350414,31.597780,18608676
2019-09-02,39.301411,39.350414,39.154400,39.154400,31.440380,6576271
2019-09-03,39.105392,39.350414,39.007385,39.007385,31.322332,9109518
2019-09-04,38.909378,39.301411,38.909378,39.154400,31.440380,9594302
2019-09-05,39.203403,39.693443,39.203403,39.693443,31.873226,19314832
2019-09-06,39.693443,40.085480,39.546432,39.987473,32.109325,17413772
2019-09-10,40.379505,40.673531,40.330502,40.575523,32.581524,15902608
2019-09-11,40.771538,40.771538,40.379505,40.575523,32.581524,16899326
2019-09-12,40.673531,40.771538,40.575523,40.673531,32.660221,15516663
2019-09-16,40.673531,40.820541,40.673531,40.722534,32.699570,10562797
2019-09-17,40.771538,40.869549,40.575523,40.820541,32.778267,14069017
2019-09-18,40.869549,40.918552,40.771538,40.918552,32.856972,10739865
2019-09-19,40.967556,41.016560,40.869549,41.016560,32.935669,11745798
2019-09-20,41.016560,41.114571,40.575523,40.722534,32.699570,20216999
2019-09-23,40.624527,40.673531,40.330502,40.330502,32.384769,7516699
2019-09-24,40.330502,40.771538,40.232491,40.771538,32.738922,11870469
2019-09-25,40.722534,40.820541,40.330502,40.624527,32.620872,10180121
2019-09-26,40.477512,40.918552,40.379505,40.379505,32.424122,12074087
2019-09-27,40.379505,40.428509,40.085480,40.085480,32.188026,12065739
2019-10-01,40.428509,40.673531,40.232491,40.428509,32.463474,12171203
2019-10-02,40.085480,40.281494,40.085480,40.085480,32.188026,9306604
2019-10-03,39.693443,39.693443,39.497429,39.497429,31.715832,12955929
2019-10-04,39.497429,39.791454,39.448425,39.791454,31.951927,9708754
2019-10-07,39.791454,39.840458,39.497429,39.595436,31.794531,6401909
2019-10-08,39.595436,40.085480,39.546432,39.693443,31.873226,12859391
2019-10-09,39.693443,39.889462,39.644440,39.742451,31.912579,8308575
2019-10-14,40.071796,40.170254,40.022568,40.022568,32.137508,14447034
2019-10-15,40.071796,40.170254,39.924110,39.924110,32.058449,12824990
2019-10-16,39.973339,40.564079,39.973339,40.465622,32.493275,21298633
2019-10-17,40.465622,40.662537,40.219482,40.662537,32.651398,15953143
2019-10-18,40.662537,40.662537,40.317940,40.662537,32.651398,20787831
2019-10-21,40.564079,40.662537,40.465622,40.662537,32.651398,9568393
2019-10-22,40.760990,40.957905,40.613308,40.859447,32.809509,16710806
2019-10-23,40.514851,40.564079,40.317940,40.317940,32.374683,14987179
2019-10-24,40.317940,40.514851,40.317940,40.514851,32.532803,12302348
2019-10-25,40.564079,40.662537,40.367165,40.367165,32.414211,11956621
2019-10-28,40.465622,40.564079,40.367165,40.367165,32.414211,12848878
2019-10-29,40.465622,40.564079,40.367165,40.514851,32.532803,13374650
2019-10-30,40.514851,40.564079,40.170254,40.219482,32.295631,20828251
2019-10-31,40.317940,40.317940,39.677971,39.677971,31.860802,28247067
2019-11-01,39.677971,39.825657,39.481056,39.481056,31.702682,21258589
2019-11-04,39.677971,40.317940,39.579514,40.317940,32.374683,18464053
2019-11-05,40.465622,40.810223,40.465622,40.810223,32.769981,27320537
2019-11-06,40.908676,42.336296,40.859447,42.336296,33.995392,81779388
2019-11-07,42.533211,43.074718,42.188614,42.237839,33.916340,47911628
2019-11-08,42.533211,42.582439,41.844013,42.040928,33.758221,24270883
2019-11-11,42.040928,42.139381,41.400959,41.597874,33.402454,23695215
2019-11-12,41.942471,42.483982,41.942471,42.139381,33.837280,22946121
2019-11-13,41.942471,42.090157,41.647102,41.696327,33.481514,12475221
2019-11-14,41.696327,41.696327,41.400959,41.499416,33.323395,10859721
2019-11-15,41.844013,41.991699,41.647102,41.893242,33.639629,12693904
2019-11-18,41.942471,42.139381,41.942471,42.090157,33.797749,14811028
2019-11-19,41.942471,42.090157,41.647102,42.040928,33.758221,13049008
2019-11-20,41.745556,41.794785,41.548645,41.647102,33.441982,12288173
2019-11-21,41.450188,41.499416,41.253277,41.400959,33.244335,12209530
2019-11-22,41.450188,41.745556,41.302502,41.745556,33.521046,8556378
2019-11-25,41.844013,41.893242,41.745556,41.844013,33.600098,14261935
2019-11-26,41.893242,41.942471,41.351730,41.351730,33.204807,44250495
2019-11-27,41.499416,41.647102,41.400959,41.647102,33.441982,9351897
2019-11-28,41.696327,41.844013,41.548645,41.696327,33.481514,10694249
2019-11-29,41.597874,41.647102,41.056362,41.056362,32.967625,18534369
2019-12-02,41.056362,41.154819,40.859447,41.007133,32.928104,10277373
2019-12-03,40.908676,41.302502,40.908676,41.105591,33.007156,7636373
2019-12-04,40.760990,40.760990,40.514851,40.662537,32.651398,40372916
2019-12-05,40.711765,41.056362,40.711765,40.859447,32.809509,22383262
2019-12-06,40.810223,40.859447,40.514851,40.613308,32.611862,17265662
2019-12-09,40.613308,40.711765,40.613308,40.662537,32.651398,11147395
2019-12-10,40.711765,41.056362,40.711765,41.056362,32.967625,14553020
2019-12-11,41.105591,41.745556,41.056362,41.745556,33.521046,31501857
2019-12-12,41.893242,42.040928,41.745556,41.794785,33.560570,23305428
2019-12-13,42.040928,42.336296,41.893242,42.237839,33.916340,38846208
2019-12-16,42.336296,42.385525,42.090157,42.237839,33.916340,123628
2019-12-17,42.237839,42.287067,41.991699,42.287067,33.955868,16672689
2019-12-18,42.287067,42.336296,42.090157,42.336296,33.995392,19479409
2019-12-19,42.336296,42.336296,41.942471,42.040928,33.758221,13688397
2019-12-20,42.040928,42.139381,41.844013,42.139381,33.837280,16353042
2019-12-23,41.991699,42.139381,41.991699,42.139381,33.837280,8823191
2019-12-24,42.139381,42.139381,41.942471,41.991699,33.718689,5617736
2019-12-25,41.991699,42.090157,41.893242,41.942471,33.679161,5581596
2019-12-26,41.942471,42.090157,41.844013,41.991699,33.718689,5887206
2019-12-27,42.139381,42.139381,41.893242,42.040928,33.758221,9000855
2019-12-30,42.040928,42.040928,41.844013,42.040928,33.758221,9930513
2019-12-31,41.942471,41.991699,41.893242,41.893242,33.639629,6986097
2020-01-02,41.942471,42.040928,41.844013,41.893242,33.639629,7392750
2020-01-03,41.991699,42.188614,41.893242,42.139381,33.837280,13425230
2020-01-06,41.942471,41.942471,41.597874,41.597874,33.402454,15883432
2020-01-07,41.597874,41.745556,41.450188,41.548645,33.362923,9816891
2020-01-08,41.351730,41.351730,41.154819,41.154819,33.046688,16380912
2020-01-09,41.351730,41.400959,41.204048,41.351730,33.204807,11659028
2020-01-10,41.351730,41.450188,41.302502,41.400959,33.244335,16137306
2020-01-13,41.745556,42.237839,41.745556,42.188614,33.876808,25350137
2020-01-14,42.385525,42.385525,41.991699,42.188614,33.876808,19698661
2020-01-15,42.336296,42.336296,42.040928,42.237839,33.916340,12171483
2020-01-16,42.139381,42.287067,42.040928,42.287067,33.955868,11552510
2020-01-17,42.336296,42.434753,42.237839,42.434753,34.074459,14772586
2020-01-20,42.434753,42.483982,42.336296,42.434753,34.074459,14314647
2020-01-30,41.302502,41.302502,39.924110,39.973339,32.097980,61671017
2020-01-31,40.022568,40.514851,39.924110,40.022568,32.137508,24976206
2020-02-03,39.382603,39.628742,39.038006,39.579514,31.781744,27820295
2020-02-04,42.336296,42.385525,40.071796,40.071796,32.177036,16549102
2020-02-05,40.170254,40.367165,39.874886,40.317940,32.374683,14829688
2020-02-06,40.465622,40.859447,40.465622,40.859447,32.809509,15154815
2020-02-07,40.514851,40.564079,40.268711,40.416393,32.453743,13662869
2020-02-10,40.071796,40.317940,39.924110,40.268711,32.335159,11073909
2020-02-11,40.711765,41.154819,40.711765,41.007133,32.928104,18565231
2020-02-12,41.253277,41.400959,41.007133,41.154819,33.046688,16864630
2020-02-13,41.253277,41.302502,40.908676,40.957905,32.888569,9441940
2020-02-14,40.859447,41.056362,40.810223,41.007133,32.928104,6613710
2020-02-17,40.859447,40.859447,40.662537,40.760990,32.730453,8668219
2020-02-18,40.711765,40.859447,40.514851,40.859447,32.809509,8510458
2020-02-19,40.908676,41.154819,40.711765,41.105591,33.007156,9802785
2020-02-20,41.154819,41.253277,40.908676,40.957905,32.888569,10242025
2020-02-21,40.760990,40.859447,40.662537,40.662537,32.651398,9910266
2020-02-24,40.367165,40.465622,40.121025,40.219482,32.295631,19398898
2020-02-25,39.874886,40.219482,39.825657,40.071796,32.177036,12287138
2020-02-26,39.776428,40.121025,39.677971,40.022568,32.137508,15934634
2020-02-27,40.071796,40.121025,39.382603,39.431831,31.663155,39479261
2020-03-02,38.398037,39.382603,38.398037,38.890320,31.228327,46891499
2020-03-03,39.185688,39.382603,39.185688,39.185688,31.465508,23007959
2020-03-04,39.038006,39.284145,38.988773,39.136459,31.425978,17338253
