日期,台新銀行,合作金庫銀行,郵局,國泰世華銀行,股票當日市值
2023/5/4,"5,753","75,222","11,992","2,659","354,268"
2023/5/5,"5,753","75,222","11,992","1,900","351,186"
2023/5/6,"5,753","49,222","11,992","1,900","351,186"
2023/5/7,"5,753","49,222","24,879","1,900","351,186"
2023/5/8,"5,753","49,222","24,879","7,242","353,418"
2023/5/9,"5,753","74,222",879,"10,686","352,634"
2023/5/10,"5,753","74,222",879,"10,686","351,802"
2023/5/11,"5,753","59,222",879,"25,184","349,451"
2023/5/12,"5,753","59,222",879,"25,184","347,157"
2023/5/13,"5,753","59,222","3,279","25,184","347,157"
2023/5/14,"5,753","59,222","3,279","25,184","347,157"
2023/5/15,"5,753","59,222","3,279","27,176","350,998"
2023/5/16,"5,753","59,222","3,279","26,465","354,384"
2023/5/17,"5,753","59,222","3,279","25,686","351,913"
2023/5/18,"5,753","59,222","3,279","25,686","353,036"
2023/5/19,"5,753","59,222","3,279","28,438","357,036"
2023/5/20,"5,753","59,222","3,279","28,438","357,036"
2023/5/21,"5,753","59,222","3,279","28,438","357,036"
2023/5/22,"5,753","59,222","4,279","27,907","358,339"
2023/5/23,"5,753","59,222","4,279","27,907","357,143"
2023/5/24,"5,753","59,222","4,279","27,135","358,185"
2023/5/25,"5,753","59,222","4,279","26,379","367,401"
2023/5/26,"5,753","59,222","4,279","23,410","375,522"
2023/5/27,"5,753","59,222","6,679","23,410","375,522"
2023/5/28,"5,753","59,222","6,679","23,410","375,522"
2023/5/29,"5,753","29,222","6,679","42,742","382,668"
2023/5/30,"5,753","29,222","6,679","36,030","382,668"
2023/5/31,"5,753","29,222","6,679","5,093","380,907"
2023/6/1,"5,753","29,222","6,679","4,540","372,951"
2023/6/2,"5,753","59,222","6,679","4,900","376,643"
2023/6/3,"5,753","59,222","6,679","4,900","376,643"
2023/6/4,"5,753","59,222","6,679","4,900","376,643"
2023/6/5,"5,753","59,222","14,154","10,144","388,852"
2023/6/6,"5,753","60,122","14,154","11,320","389,962"
2023/6/7,"5,753","60,122","28,325","2,739","390,482"
2023/6/8,"5,753","60,122","28,325","2,739","386,370"
2023/6/9,"5,753","81,122",325,"3,891","391,540"
2023/6/10,"5,753","81,122",325,"3,891","391,540"
2023/6/11,"5,753","81,122",325,"3,891","391,540"
2023/6/12,"5,753","81,122",325,"6,007","390,086"
2023/6/13,"5,753","81,122",325,"6,007","392,098"
2023/6/14,"5,753","81,122",325,"5,248","395,017"
2023/6/15,"5,753","81,122",325,"4,494","397,636"
2023/6/16,"5,753","61,122",325,"22,138","405,837"
2023/6/17,"5,753","61,122",325,"22,138","405,837"
2023/6/18,"5,753","61,122",325,"22,138","405,837"
2023/6/19,"5,753","61,122",325,"20,569","409,768"
2023/6/20,"5,753","61,122",325,"11,716","409,984"
2023/6/21,"5,753","61,302",344,"8,564","413,913"
2023/6/22,"5,753","61,302",344,"8,564","413,913"
2023/6/23,"5,753","61,302",344,"8,564","413,913"
2023/6/24,"5,753","61,302","2,744","8,564","413,913"
2023/6/25,"5,753","61,302","2,744","8,564","413,913"
2023/6/26,"5,753","61,302","2,744","6,283","413,802"
2023/6/27,"5,753","61,302","2,744","5,493","409,884"
2023/6/28,"5,753","61,302","2,744","4,697","410,937"
2023/6/29,"5,753","61,302","2,744","3,916","408,847"
2023/6/30,"5,753","61,302","2,744","3,916","405,067"
2023/7/1,"5,753","61,302","3,844","3,916","405,067"
2023/7/2,"5,753","61,302","3,844","3,916","405,067"
2023/7/3,"5,753","61,302","3,844","6,298","407,574"
2023/7/4,"5,753","61,302","10,619","10,470","408,292"
2023/7/5,"5,753","61,302","10,619","11,754","410,687"
2023/7/6,"5,753","61,302","10,619","12,999","409,359"
2023/7/7,"5,753","61,302","28,668","12,200","405,902"
2023/7/8,"5,753","61,302","28,668","12,200","405,902"
2023/7/9,"5,753","91,302",688,"12,200","405,902"
2023/7/10,"5,753","91,302",688,"9,061","410,950"
2023/7/11,"5,753","71,302",688,"28,487","417,919"
2023/7/12,"5,753","71,302",688,"28,487","422,233"
2023/7/13,"5,753","71,302",688,"28,379","424,375"
2023/7/14,"5,753","71,302",688,"27,616","432,788"
2023/7/15,"5,753","71,302",688,"27,616","432,788"
2023/7/16,"5,753","71,302",688,"27,616","432,788"
2023/7/17,"5,753","71,302",688,"25,327","433,912"
2023/7/18,"5,753","71,302",688,"24,545","437,576"
2023/7/19,"5,753","71,302",688,"31,445","431,329"
2023/7/20,"5,753","71,302",688,"27,633","438,006"
2023/7/21,"5,753","71,302",688,"26,445","441,879"
2023/7/22,"5,753","71,302",688,"26,445","441,879"
2023/7/23,"5,753","71,302","2,268","26,445","441,879"
2023/7/24,"5,753","71,302","2,268","22,632","446,955"
2023/7/25,"5,753","71,302","2,268","21,627","450,596"
2023/7/26,"5,753","71,302","2,268","22,073","451,770"
2023/7/27,"5,753","71,302","2,268","20,111","453,918"
2023/7/28,"5,753","71,302","2,268","19,038","454,940"
2023/7/29,"5,753","71,302","2,268","19,038","454,940"
2023/7/30,"5,753","71,302","3,868","19,038","454,940"
2023/7/31,"5,753","71,302","3,868","17,693","452,187"
2023/8/1,"5,753","71,302","3,868","17,126","455,673"
2023/8/2,"5,753","71,302","3,868","16,814","445,791"
2023/8/3,"5,753","71,302","3,868","16,814","445,791"
2023/8/4,"5,753","71,302","3,868","16,077","446,705"
2023/8/5,"5,753","71,302","13,428","16,077","446,705"
2023/8/6,"5,753","71,302","15,428","16,077","446,705"
2023/8/7,"5,753","71,502","30,644","12,586","451,070"
2023/8/8,"5,753","71,502","30,644","11,790","452,912"
2023/8/9,"5,753","101,502",644,"16,732","453,898"
2023/8/10,"5,753","101,502",644,"16,130","449,279"
2023/8/11,"5,753","76,502",644,"38,671","449,804"
2023/8/12,"5,753","76,502",644,"38,671","449,804"
2023/8/13,"5,753","76,502",644,"38,671","449,804"
2023/8/14,"5,753","76,502",644,"36,822","446,251"
2023/8/15,"5,753","76,502",644,"35,984","452,412"
2023/8/16,"5,753","76,502",644,"31,892","450,555"
2023/8/17,"5,753","76,502",644,"31,099","454,303"
2023/8/18,"5,753","76,502","1,744","29,870","452,083"
2023/8/19,"5,753","76,502","1,744","29,870","452,083"
2023/8/20,"5,753","76,502","3,744","29,870","452,083"
2023/8/21,"5,753","76,502","3,744","28,255","455,393"
2023/8/22,"5,753","76,502","5,744","27,551","453,081"
2023/8/23,"5,753","76,502","5,744","24,367","453,969"
2023/8/24,"5,753","76,502","7,344","23,634","458,604"
2023/8/25,"5,753","76,502","8,444","22,928","454,428"
2023/8/26,"5,753","76,502","8,444","22,928","454,428"
2023/8/27,"5,753","76,502","10,444","22,928","454,428"
2023/8/28,"5,753","76,502","10,444","20,578","458,244"
2023/8/29,"5,753","76,502","10,444","18,916","461,909"
2023/8/30,"5,753","76,502","10,444","18,966","462,791"
2023/8/31,"5,753","76,502","10,444","18,282","461,988"
2023/9/1,"5,753","76,502","11,544","17,731","463,432"
